Concentración ingrediente activo (%),ID_Articulo,Tipo_Articulo,Tienda_Local,Año_Establecimiento,ID_Tienda,Ubicación_Tienda,Tamaño_Tienda,Tipo_Tienda,Visibilidad_Articulo,Peso_articulo,Ventas,Calificacion,Nombre_Producto,Precio_soles
4.97,FDX75937,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.03743318,10,439,1.5,óleo aromático de matico 10 ml,15
3.3,FDX66298,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.08913418,10,157,4.0,óleo aromático de molle 10 ml,15
3.98,FDX18513,probioticos,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.07433187,330,49,2.1,kéfir de agua de manzana 330 ml,7
3.87,FDX75229,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.02390143,330,277,3.9,kombucha de maracuyá 330 ml,7
3.17,FDX71914,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.0628393,120,29,3.1,jabón de copaiba y árbol del te 120 g,13
2.89,FDX67175,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.09963257,10,322,4.7,óleo aromático de naranja dulce 10 ml,15
1.89,FDX99064,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.0689364,120,243,2.8,jabón de lavanda 120 g,13
2.08,FDX77950,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.04830817,120,24,3.0,jabón de arcilla verde 120 g,13
3.85,FDX14993,rostro,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.05725479,14,253,2.7,mascarilla de carbón activado 14 g,10
4.76,FDX62515,rostro,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.08970596,14,354,1.5,mascarilla de carbón activado 14 g,10
0.67,FDX72547,probioticos,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.06552805,1,419,2.8,kombucha de maracuyá 1 L,14
4.93,FDX15974,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.06961742,120,420,1.8,jabón de caléndula 120 g,13
4.76,FDX19550,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05263356,120,127,3.7,jabón de sangre de grado 120 g,13
3.92,FDX95291,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.07991865,10,102,2.1,óleo aromático de palo santo 10 ml,20
2.34,FDX65123,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.098137,90,57,4.1,jabón saponificado de eucalipto 90 g,13
1.32,FDX15282,rostro,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05567072,14,375,3.7,mascarilla de carbón activado 14 g,10
4.86,FDX34601,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.0648844,1,43,2.8,kombucha de kión con espirulina 1 L,14
4.01,FDX71808,rostro,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.03757953,50,76,4.3,tónico de romero 50 ml,15
3.15,FDX75059,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.03320287,1,139,3.8,kéfir de agua de manzana 1 L,14
3.05,FDX78923,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.03117111,90,217,2.8,jabón saponificado de eucalipto 90 g,13
3.61,FDX19559,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.09465033,49,133,1.4,pulsera de palo santo,15
3.16,FDX69851,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.07212338,120,486,1.2,jabón de aguaje 120 g,13
3.43,FDX61798,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.08175962,90,10,2.6,jabón saponificado de eucalipto 90 g,13
1.1,FDX93084,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.09708761,120,443,2.8,jabón de aguaje 120 g,13
1.45,FDX97448,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.05593767,30,174,1.1,aceite de almendras 30 ml,20
3.49,FDX39590,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.01537065,30,73,4.5,aceite de aguaje 30 ml,30
3.8,FDX86479,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.09875592,100,304,2.2,aceite de almendras 100 ml,40
1.51,FDX85475,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.05631515,10,379,1.3,óleo aromático de árbol del te 10 ml,20
4.19,FDX69125,probioticos,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.07784436,1,311,4.7,kombucha de maracuyá 1 L,14
4.87,FDX97718,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.06075476,120,165,3.3,jabón de sangre de grado 120 g,13
1.72,FDX74397,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.07072867,10,63,3.3,óleo aromático de palo rosa 10 ml,25
4.2,FDX51078,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.07784544,120,166,4.6,jabón de caléndula 120 g,13
4.15,FDX74817,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.05256854,1,492,4.8,kombucha de kión con espirulina 1 L,14
4.45,FDX56116,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.09058916,120,342,1.2,jabón de lavanda 120 g,13
1.14,FDX95600,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07437187,330,266,2.4,kéfir de agua de manzana 330 ml,7
3.14,FDX28507,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.02052894,120,67,2.0,jabón de aguaje 120 g,13
4.58,FDX39655,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.01348212,10,119,1.3,óleo aromático de palo santo 10 ml,20
1.65,FDX53061,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05611655,10,85,3.4,óleo aromático de menta piperita 10 ml,20
2.95,FDX88876,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.03662079,1,159,4.3,kombucha de jamaica 1 L,14
0.88,FDX29628,rostro,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.01352967,14,365,2.9,mascarilla de carbón activado 14 g,10
4.05,FDX50643,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.0764858,120,95,3.6,jabón de lavanda 120 g,13
4.08,FDX91580,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.09723432,120,357,3.7,jabón de caléndula 120 g,13
2.63,FDX42676,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.04746577,120,280,2.0,jabón de arcilla verde 120 g,13
4.86,FDX59974,probioticos,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.09248188,1,260,4.6,kombucha de kión 1 L,14
3.88,FDX72052,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.09566537,120,456,3.5,jabón de arcilla verde 120 g,13
4.63,FDX22016,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.08577646,330,105,3.7,kombucha de maracuyá 330 ml,7
3.31,FDX62147,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.08505543,120,13,4.7,jabón de lavanda 120 g,13
4.56,FDX98334,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.07311145,1,73,4.0,kombucha de kión con espirulina 1 L,14
4.63,FDX29075,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.03383672,10,387,2.4,óleo aromático de matico 10 ml,15
4.8,FDX69056,probioticos,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.07692739,1,381,4.1,kombucha de muña 1 L,14
2.36,FDX86418,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.05066942,10,391,2.8,óleo aromático de molle 10 ml,15
4.0,FDX84767,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.05656728,120,172,3.3,jabón de aguaje 120 g,13
4.7,FDX27511,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.03615959,30,255,1.2,aceite de manzanilla 30 ml,30
1.17,FDX11178,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.01850759,10,247,3.4,óleo aromático de menta piperita 10 ml,20
2.5,FDX85676,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.02291281,120,176,2.9,jabón de lavanda 120 g,13
0.58,FDX86087,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.03658807,98,224,4.8,sahumerio de plantas medicinales,10
4.31,FDX76696,rostro,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07654716,50,195,3.5,tónico de romero 50 ml,15
1.3,FDX51078,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.05202346,10,323,3.7,óleo aromático de menta piperita 10 ml,20
2.72,FDX98465,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.01870597,10,370,4.6,óleo aromático de matico 10 ml,15
4.32,FDX10367,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.01615262,10,302,3.2,óleo aromático de menta piperita 10 ml,20
0.64,FDX64063,rostro,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.04111324,25,15,2.4,exfoliante de rostro con arroz amazónico 25 g,12
3.43,FDX60102,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.02313361,10,342,2.1,óleo aromático de palo rosa 10 ml,25
1.97,FDX40920,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.01333977,30,378,3.2,aceite de jojoba 30 ml,20
3.09,FDX21106,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.02148117,330,48,4.4,kombucha de maracuyá 330 ml,7
3.35,FDX74506,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.07560689,100,188,2.4,aceite de almendras 100 ml,40
1.91,FDX47174,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.09941319,10,344,4.7,óleo aromático de matico 10 ml,15
1.19,FDX46880,rostro,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.09476627,14,469,3.5,mascarilla de carbón activado 14 g,10
3.77,FDX29062,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.0894867,120,333,1.5,jabón de lavanda 120 g,13
3.92,FDX85191,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.09824319,10,338,2.2,óleo aromático de árbol del te 10 ml,20
1.01,FDX96886,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.06106671,30,256,4.9,aceite de jojoba 30 ml,20
4.14,FDX40643,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.05938965,1,174,4.1,kombucha de kión 1 L,14
2.33,FDX40225,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.0298826,120,41,2.6,jabón de aguaje 120 g,13
4.89,FDX54253,otros,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.03290418,75,451,3.9,repelente de hierba luisa 75 ml,16
0.81,FDX77907,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.02039111,10,238,2.7,óleo aromático de hierba luisa 10 ml,15
2.73,FDX37161,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.02683424,10,393,3.7,óleo aromático de menta piperita 10 ml,20
2.38,FDX56662,probioticos,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.06561167,1,315,2.3,kombucha de jamaica 1 L,14
4.2,FDX72473,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.03914367,30,151,2.3,aceite de jojoba 30 ml,20
2.29,FDX59704,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.03035469,99,0,2.2,incienso de palo santo,12
1.39,FDX18366,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.03202695,120,264,2.4,jabón de lavanda 120 g,13
1.62,FDX52930,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.03557895,120,37,1.3,jabón de arcilla verde 120 g,13
3.97,FDX95496,probioticos,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.06307559,1,284,1.8,kéfir de agua de manzana 1 L,14
4.17,FDX71804,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.08364329,120,363,2.6,jabón de caléndula 120 g,13
0.77,FDX61902,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.09332614,10,308,4.9,óleo aromático de eucalipto 10 ml,15
2.47,FDX48343,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.07869501,10,3,4.4,óleo aromático de matico 10 ml,15
0.94,FDX41586,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.081676,30,397,2.6,aceite de almendras 30 ml,20
0.85,FDX63112,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.02139085,10,492,1.1,óleo aromático de árbol del te 10 ml,20
4.29,FDX72860,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.02932429,63,372,4.1,incienso de palo santo,12
3.3,FDX69509,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.03531506,90,45,4.8,jabón saponificado de cacao 90 g,13
1.84,FDX79269,rostro,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.02094575,14,348,4.8,mascarilla de carbón activado 14 g,10
2.87,FDX92056,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.06015992,10,160,1.6,óleo aromático de hierba luisa 10 ml,15
1.43,FDX32584,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.02813841,30,334,1.5,aceite de jojoba 30 ml,20
1.75,FDX44563,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.04418692,330,392,3.9,kéfir de agua de manzana 330 ml,7
3.59,FDX60393,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.03009678,120,488,4.1,jabón de caléndula 120 g,13
0.84,FDX83332,rostro,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.08089487,50,84,2.4,tónico egipcio 50 ml,20
0.52,FDX93578,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.06612973,330,94,3.2,kombucha de maracuyá 330 ml,7
2.65,FDX12932,rostro,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.08701186,14,64,4.6,mascarilla de carbón activado 14 g,10
1.34,FDX12521,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.07198202,120,142,2.9,jabón de aguaje 120 g,13
3.05,FDX86303,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.0511603,1,189,3.1,kombucha de kión con espirulina 1 L,14
3.34,FDX96481,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05794833,10,398,3.2,óleo aromático de matico 10 ml,15
1.14,FDX10841,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.04183053,15,372,1.6,incienso de palo santo,12
2.77,FDX52231,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.08582309,330,144,3.4,kéfir de agua de manzana 330 ml,7
4.05,FDX98708,rostro,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.01846277,25,130,3.3,exfoliante de rostro con arroz amazónico 25 g,12
2.35,FDX17413,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.01044463,90,257,3.9,jabón saponificado de cacao 90 g,13
2.59,FDX59454,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.03020689,10,163,1.1,óleo aromático de palo santo 10 ml,20
2.74,FDX38093,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05139805,1,458,4.4,kombucha de kión con espirulina 1 L,14
2.28,FDX19646,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.08816898,3,315,4.2,3 piezas de madera de palo santo,8
3.79,FDX85048,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.02951508,60,383,4.4,incienso de palo santo,12
0.84,FDX30971,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.08161286,90,131,3.8,jabón saponificado de manzanilla 90 g,13
3.97,FDX31593,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.03251207,120,109,1.8,jabón de sangre de grado 120 g,13
0.91,FDX80963,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.09315905,10,36,4.6,óleo aromático de menta piperita 10 ml,20
1.64,FDX93421,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.07380305,10,203,4.9,óleo aromático de eucalipto 10 ml,15
1.32,FDX84716,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.07361208,30,188,4.6,aceite de almendras 30 ml,20
0.8,FDX38755,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.02074517,75,268,3.4,sahumerio de plantas medicinales,10
1.62,FDX28363,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.05048782,3,245,4.2,3 piezas de madera de palo santo,8
4.74,FDX30378,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.05327807,90,388,2.9,jabón saponificado de eucalipto 90 g,13
1.92,FDX17595,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.01629418,90,385,4.2,jabón saponificado de eucalipto 90 g,13
3.31,FDX14825,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.09510021,10,455,3.5,óleo aromático de muña 10 ml,15
2.3,FDX29996,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.08006291,10,452,5.0,óleo aromático de menta piperita 10 ml,20
4.65,FDX41604,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.07651363,73,347,3.4,pulsera de palo santo,15
1.23,FDX98005,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.09824866,30,250,3.5,aceite de pepita de uva 30 ml,22
0.59,FDX80264,rostro,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.05267351,50,73,4.0,tónico de romero 50 ml,15
1.72,FDX59700,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.02961594,30,48,1.9,aceite de manzanilla 30 ml,30
3.78,FDX82232,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.02030579,120,210,3.6,jabón de caléndula 120 g,13
4.71,FDX12802,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.01017241,120,408,1.9,jabón de sangre de grado 120 g,13
1.37,FDX14406,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.023127,10,10,1.0,óleo aromático de árbol del te 10 ml,20
1.09,FDX68327,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.04366047,65,244,4.2,incienso de palo santo,12
4.97,FDX54552,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.04075285,10,113,1.8,óleo aromático de molle 10 ml,15
3.04,FDX18324,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.04892617,10,462,2.8,óleo aromático de palo rosa 10 ml,25
1.29,FDX37921,probioticos,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.06346636,1,26,2.5,kéfir de agua de manzana 1 L,14
1.94,FDX68081,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.08813113,10,18,2.7,óleo aromático de menta piperita 10 ml,20
3.48,FDX38568,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.09566032,120,36,4.9,jabón de caléndula 120 g,13
1.3,FDX99412,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.09808096,120,382,2.3,jabón de lavanda 120 g,13
1.45,FDX48095,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.05006909,10,476,2.2,óleo aromático de naranja dulce 10 ml,15
4.56,FDX26684,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.02401778,120,417,4.9,jabón de copaiba y árbol del te 120 g,13
2.58,FDX22921,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05157407,90,10,1.5,jabón saponificado de eucalipto 90 g,13
3.85,FDX75037,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.09586611,1,364,1.2,kombucha de kión con espirulina 1 L,14
3.02,FDX16384,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.01654401,10,446,1.8,óleo aromático de palo santo 10 ml,20
3.25,FDX78462,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.09692965,30,374,1.9,aceite de manzanilla 30 ml,30
1.05,FDX89987,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.09536938,120,354,3.4,jabón de arcilla verde 120 g,13
3.07,FDX55127,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.01179934,10,451,2.9,óleo aromático de eucalipto 10 ml,15
0.51,FDX91455,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.01099832,33,109,3.4,pulsera de palo santo,15
3.6,FDX65180,rostro,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.04834046,50,274,4.4,agua de rosas 50 ml,15
3.41,FDX44880,rostro,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.05331262,14,165,1.4,mascarilla de carbón activado 14 g,10
4.68,FDX44378,probioticos,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.06015577,1,437,3.2,kéfir de agua de manzana 1 L,14
2.7,FDX77561,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.02308745,10,186,3.2,óleo aromático de matico 10 ml,15
4.18,FDX54230,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.0667892,10,107,3.2,óleo aromático de muña 10 ml,15
1.08,FDX29700,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05591919,30,355,4.2,aceite de pepita de uva 30 ml,22
2.94,FDX38436,probioticos,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.05666927,1,220,3.3,kombucha de muña 1 L,14
4.01,FDX15258,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.0684084,42,463,2.6,pulsera de palo santo,15
2.53,FDX20747,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.04283054,90,122,1.6,jabón saponificado de manzanilla 90 g,13
0.51,FDX76629,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.02319386,120,203,3.9,jabón de sangre de grado 120 g,13
1.52,FDX99947,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.08631869,120,132,3.3,jabón de lavanda 120 g,13
0.56,FDX87162,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.05141145,10,429,1.1,óleo aromático de molle 10 ml,15
2.68,FDX23522,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.02395537,100,488,4.5,aceite de jojoba 100 ml,40
0.59,FDX97778,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.017755,90,467,2.3,jabón saponificado de eucalipto 90 g,13
4.97,FDX62627,probioticos,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.0928457,1,265,4.4,kombucha de maracuyá 1 L,14
2.69,FDX33179,probioticos,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.0792698,1,39,4.7,kombucha de jamaica 1 L,14
4.05,FDX29558,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.0346643,10,384,3.1,óleo aromático de árbol del te 10 ml,20
1.25,FDX80593,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.02391927,120,296,3.1,jabón de copaiba y árbol del te 120 g,13
2.83,FDX52942,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07648422,20,82,4.2,bálsamo amazónico de noche 20 g,20
3.4,FDX41584,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.07695134,120,375,4.6,jabón de lavanda 120 g,13
3.66,FDX59411,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.07353263,12,80,3.2,sahumerio de plantas medicinales,10
0.72,FDX33925,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.08115646,10,454,4.4,óleo aromático de árbol del te 10 ml,20
1.56,FDX84457,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.0196682,30,236,4.0,aceite de almendras 30 ml,20
